Thu Jun 11 15:48:29 2026    fastslam.prof_LORANSAC3

         26344788 function calls (26077589 primitive calls) in 114.627 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      423    0.001    0.000    0.001    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_quaternion.py:192(y)
      386    0.001    0.000    0.001    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/nav_msgs/msg/_odometry.py:189(pose)
      376    0.001    0.000    0.001    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_transform.py:164(rotation)
      386    0.001    0.000    0.001    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_pose_with_covariance.py:148(pose)
      385    0.001    0.000    0.001    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_pose_stamped.py:159(pose)
        2    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/context.py:146(on_shutdown)
      400    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:561(points)
      400    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:585(colors)
      366    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_vector3.py:173(z)
      366    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_vector3.py:158(y)
      363    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_transform_stamped.py:178(transform)
      366    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_vector3.py:143(x)
      139    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
      353    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/std_msgs/msg/_header.py:154(frame_id)
       69    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_pose_with_covariance.py:167(covariance)
      219    0.000    0.000    0.000    0.000 <string>:2(__init__)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:114(__init__)
      298    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_transform_stamped.py:170(child_frame_id)
      278    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_image.py:178(header)
      307    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_transform.py:150(translation)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs_py/point_cloud2.py:190(dtype_from_fields)
      290    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_transform.py:145(translation)
      305    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_pose.py:159(orientation)
      278    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_image.py:192(height)
      278    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_image.py:235(is_bigendian)
      278    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_image.py:207(width)
      287    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_transform_stamped.py:151(header)
      2/1    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/executors.py:308(add_node)
      278    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_image.py:222(encoding)
       69    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_twist_with_covariance.py:167(covariance)
      278    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_image.py:250(step)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/clock.py:212(now)
      278    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_image.py:230(is_bigendian)
      252    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/nav_msgs/msg/_path.py:158(poses)
      278    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_image.py:187(height)
      263    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_point.py:158(y)
      219    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/executors.py:236(context)
      211    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      229    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/tf2_msgs/msg/_tf_message.py:138(transforms)
      263    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_point.py:143(x)
      219    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
      219    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
      228    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_transform_stamped.py:156(header)
      228    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_transform_stamped.py:183(transform)
      224    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_pose.py:164(orientation)
       69    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/tf_transformations/__init__.py:739(_reorder_output_quaternion)
       12    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_field.py:156(__init__)
      219    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/subscription.py:108(callback)
      217    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/task.py:55(__del__)
      218    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/task.py:91(done)
      218    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/task.py:324(_complete_task)
      190    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/node.py:268(timers)
      218    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/task.py:112(exception)
      218    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/task.py:100(result)
      139    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_image.py:265(data)
      189    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/node.py:273(guards)
      139    0.000    0.000    0.000    0.000 {built-in method numpy.ascontiguousarray}
        1    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/__init__.py:101(get_global_executor)
      189    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/node.py:258(clients)
      209    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_image.py:217(encoding)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_compressed_image.py:92(__init__)
      207    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/nav_msgs/msg/_odometry.py:162(header)
        1    0.000    0.000    0.000    0.000 {method 'lookup_transform_core' of '_tf2.BufferCore' objects}
      208    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_pose_stamped.py:145(header)
      195    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_point.py:173(z)
      194    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/context.py:68(handle)
        1    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/executors.py:895(__init__)
      148    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/publisher.py:86(handle)
        3    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/tf2_ros/transform_listener.py:120(static_callback)
       95    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:481(__init__)
      177    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/executors.py:901(<lambda>)
        1    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/executors.py:187(__init__)
       95    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        2    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/tf2_ros/buffer.py:115(set_transform_static)
        8    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/std_msgs/msg/_color_rgba.py:90(__init__)
      139    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_image.py:245(step)
      149    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/tf2_msgs/msg/_tf_message.py:133(transforms)
      153    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_transform.py:159(rotation)
      138    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/nav_msgs/msg/_odometry.py:181(child_frame_id)
      148    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_transform_stamped.py:165(child_frame_id)
      139    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_image.py:202(width)
        2    0.000    0.000    0.000    0.000 {function Buffer.set_transform_static at 0x7a44e7d36b60}
       95    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       69    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
      114    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_pose.py:150(position)
       79    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
       95    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:564(__enter__)
       69    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       69    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_twist_with_covariance.py:153(twist)
       83    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/utilities.py:151(timeout_sec_to_nsec)
       80    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/callback_groups.py:89(ending_execution)
       80    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/callback_groups.py:86(beginning_execution)
       69    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_pose_with_covariance.py:162(covariance)
       69    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/nav_msgs/msg/_odometry.py:167(header)
       69    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_twist.py:160(angular)
       69    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/nav_msgs/msg/_odometry.py:208(twist)
       69    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_twist.py:146(linear)
       70    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_image.py:173(header)
       69    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/nav_msgs/msg/_odometry.py:194(pose)
       69    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_pose_with_covariance.py:153(pose)
       69    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_twist.py:141(linear)
       69    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/nav_msgs/msg/_odometry.py:176(child_frame_id)
       69    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_twist.py:155(angular)
       69    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/nav_msgs/msg/_odometry.py:203(twist)
       69    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_twist_with_covariance.py:148(twist)
       69    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_twist_with_covariance.py:162(covariance)
       48    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_field.py:258(count)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_mesh_file.py:85(__init__)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/builtin_interfaces/msg/_duration.py:82(__init__)
       41    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_pose_stamped.py:164(pose)
       41    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/geometry_msgs/msg/_pose_stamped.py:150(header)
        2    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/time.py:85(__add__)
        8    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/time.py:43(__init__)
        2    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/guard_condition.py:21(__init__)
       36    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_field.py:215(name)
        4    0.000    0.000    0.000    0.000 {method 'can_transform_core' of '_tf2.BufferCore' objects}
        2    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/time.py:129(__lt__)
        3    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/clock.py:184(__new__)
        1    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/signals.py:49(__init__)
        2    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/duration.py:63(__ne__)
     95/1    0.001    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/event_handler.py:131(__exit__)
       24    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_field.py:228(offset)
       24    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_field.py:243(datatype)
       16    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/time.py:62(nanoseconds)
        1    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/executors.py:74(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/transforms3d/quaternions.py:101(quat2mat)
        3    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/utilities.py:32(get_default_context)
        2    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/duration.py:58(__eq__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/twodim_base.py:234(diag)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:277(__init__)
       12    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_field.py:106(FLOAT32)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        8    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:305(data)
       12    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/nav_msgs/msg/_path.py:144(header)
        6    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/time.py:76(clock_type)
       12    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_field.py:220(name)
       12    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_field.py:263(count)
       12    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_field.py:248(datatype)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/duration.py:31(__init__)
       12    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_field.py:233(offset)
        1    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/node.py:290(executor)
        8    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:467(type)
        8    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:439(ns)
        8    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:420(header)
        8    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/std_msgs/msg/_color_rgba.py:154(r)
        6    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/duration.py:46(nanoseconds)
        8    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:452(id)
        8    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/std_msgs/msg/_color_rgba.py:184(b)
        8    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/std_msgs/msg/_color_rgba.py:169(g)
        8    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:482(action)
        8    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/std_msgs/msg/_color_rgba.py:199(a)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/weakref.py:46(__new__)
        4    0.000    0.000    0.000    0.000 {method 'frombytes' of 'array.array' objects}
        4    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_compressed_image.py:181(data)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_mesh_file.py:156(data)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:553(frame_locked)
        4    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0xa43b40}
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:511(scale)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:262(is_bigendian)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:539(lifetime)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:195(ADD)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:425(header)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:194(header)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:155(LINE_LIST)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:566(points)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:641(uv_coordinates)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/builtin_interfaces/msg/_duration.py:140(sec)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:290(row_step)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/builtin_interfaces/msg/_duration.py:155(nanosec)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:238(fields)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_compressed_image.py:168(format)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:705(mesh_use_embedded_materials)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:614(texture_resource)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:627(texture)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:590(colors)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:497(pose)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:208(height)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:257(is_bigendian)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:691(mesh_file)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:275(point_step)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:665(text)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:525(color)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:678(mesh_resource)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_compressed_image.py:154(header)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/clock.py:196(clock_type)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:189(header)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:285(row_step)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:333(is_dense)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:203(height)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:124(RLock)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:223(width)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:328(is_dense)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:270(point_step)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:300(data)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/clock.py:200(handle)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:218(width)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/sensor_msgs/msg/_point_cloud2.py:233(fields)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_marker.py:506(scale)
        4    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/visualization_msgs/msg/_mesh_file.py:143(filename)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {built-in method rclpy._rclpy_pybind11.register_sigint_guard_condition}
        1    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/tf_transformations/__init__.py:733(_reorder_input_quaternion)
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/multiarray.py:741(dot)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/twodim_base.py:230(_diag_dispatcher)
        1    0.000    0.000    0.000    0.000 /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/node.py:283(executor)
    136/0    0.001    0.000    0.000          {method 'send' of 'coroutine' objects}
 263730/0    0.746    0.000    0.000          {built-in method builtins.next}
     69/0    0.012    0.000    0.000          /home/kar1858/Slam/install/imglistener/lib/python3.12/site-packages/imglistener/imglistener.py:181(listener_callback)
     68/0    0.003    0.000    0.000          /home/kar1858/Slam/install/imglistener/lib/python3.12/site-packages/imglistener/imglistener.py:467(publish_odometry)
    136/0    0.001    0.000    0.000          /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/task.py:283(_execute_coroutine_step)
    218/0    0.005    0.000    0.000          /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/executors.py:623(_wait_for_ready_callbacks)
    136/0    0.000    0.000    0.000          /opt/ros/jazzy/lib/python3.12/site-packages/rclpy/executors.py:856(wait_for_ready_callbacks)


